#VERSION,1,2026/5/31 16:38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~索引,测点名称,描述,设计编号,数据类型,读写属性,驱动类型,测点地址,单位,测点类型,工程上限,工程下限,优先级,安全区,报警区,历史存储,报警类型,高高,高,低,低低,历史缓存,OPC输出,语音报警,采集周期,历史库名称,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,自定义标题,签名,许可,报警确认时是否需要签名,
124,HW.DQ080113.PV,B一次风机#1液压油泵合闸命令,32HLB10AP0031,BOOL,,,HW.DQ080113.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
125,HW.DQ080114.PV,B一次风机#1液压油泵跳闸命令,32HLB10AP0032,BOOL,,,HW.DQ080114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
126,HW.DQ080115.PV,B送风机跳位RB1-去DPU13,,BOOL,,,HW.DQ080115.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
127,HW.DQ080116.PV,B一次风机跳位RB1-去DPU13,,BOOL,,,HW.DQ080116.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
128,HW.DQ080209.PV,B送风机油箱加热器合闸命令,32HLB20AH0011,BOOL,,,HW.DQ080209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
129,HW.DQ080210.PV,B送风机油箱加热器跳闸命令,32HLB20AH0012,BOOL,,,HW.DQ080210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
130,HW.DQ080211.PV,B一次风机油箱电加热器合闸命令,32HLB10AH0011,BOOL,,,HW.DQ080211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
131,HW.DQ080212.PV,B一次风机油箱电加热器跳闸命令,32HLB10AH0012,BOOL,,,HW.DQ080212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
132,HW.DQ080215.PV,B引风机跳位RB1-去DPU13,,BOOL,,,HW.DQ080215.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
133,HW.DI080410.PV,B送风机油箱加热器合位,32HLB20AH0013,BOOL,,,HW.DI080410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
134,HW.DI080411.PV,B送风机油系统在DCS控制,32HLB20GH00101,BOOL,,,HW.DI080411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
135,HW.DI080412.PV,B一次风机油站油箱电加热器合位,32HLB10AH0013,BOOL,,,HW.DI080412.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
136,HW.DI080413.PV,B一次风机液压油压低低,32HLB10CP011LL,BOOL,,,HW.DI080413.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
137,HW.DI080414.PV,B一次风机润滑油压低低,32HLB10CP008LL,BOOL,,,HW.DI080414.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
138,HW.DI080415.PV,B送风机油压低低,32HLB20CP007LL,BOOL,,,HW.DI080415.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
139,HW.DI090101.PV,B空预器#1齿轮油泵运行,32HFC10AT0013,BOOL,,,HW.DI090101.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
140,HW.DI090102.PV,B空预器润滑油泵压力低,32KYQ10AA101,BOOL,,,HW.DI090102.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
141,HW.DI090103.PV,B一次风机油站#1润滑油故障,32HLB10AP0015,BOOL,,,HW.DI090103.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
142,HW.DI090104.PV,B一次风机油站#1液压油故障,32HLB10AP0035,BOOL,,,HW.DI090104.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
143,HW.DI090105.PV,B一次风机油站#1电加热故障,32HLB10AH0015,BOOL,,,HW.DI090105.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
144,HW.DI090106.PV,B一次风机油站#1油泵控制电源故障,32HLB10GH0015,BOOL,,,HW.DI090106.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
145,HW.DI090107.PV,B一次风机油站#1润滑油泵合位,32HLB10AP0013,BOOL,,,HW.DI090107.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
146,HW.DI090108.PV,B一次风机油站#1液压油泵合位,32HLB10AP0033,BOOL,,,HW.DI090108.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
147,HW.DI090113.PV,B空预器导向轴承润滑油泵合位,30HLD02AP0013,BOOL,,,HW.DI090113.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
148,HW.DI090114.PV,B空预器导向轴承润滑油泵跳位,30HLD02AP0014,BOOL,,,HW.DI090114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
149,HW.DI090115.PV,B空预器导向轴承润滑油泵电源故障,30HLD02AP0015,BOOL,,,HW.DI090115.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
150,HW.DI090116.PV,B空预器导向轴承润滑油泵就地控制,30HLD02AP0016,BOOL,,,HW.DI090116.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
151,HW.DQ090201.PV,B引风机#1冷却风机合闸命令,32HNC20AN0021,BOOL,,,HW.DQ090201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
152,HW.DQ090202.PV,B引风机#1冷却风机跳闸命令,32HNC20AN0022,BOOL,,,HW.DQ090202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
153,HW.DQ090203.PV,B送风机合闸命令,32HLB20AN0011,BOOL,,,HW.DQ090203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
154,HW.DQ090204.PV,B送风机跳闸命令,32HLB20AN0012,BOOL,,,HW.DQ090204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
155,HW.DQ090205.PV,B空预器导向轴承润滑油泵合闸指令,30HLD02AP0011,BOOL,,,HW.DQ090205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
156,HW.DQ090206.PV,B空预器导向轴承润滑油泵跳闸指令,30HLD02AP0012,BOOL,,,HW.DQ090206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
157,HW.DQ090209.PV,B一次风机#1润滑油泵合闸命令,32HLB10AP0011,BOOL,,,HW.DQ090209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
158,HW.DQ090210.PV,B一次风机#1润滑油泵跳闸命令,32HLB10AP0012,BOOL,,,HW.DQ090210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
159,HW.DQ090211.PV,B空预器#1齿轮油泵合闸指令,32HFC10AT0011,BOOL,,,HW.DQ090211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
160,HW.DQ090212.PV,B空预器#1齿轮油泵跳闸指令,32HFC10AT0012,BOOL,,,HW.DQ090212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
161,HW.DQ100201.PV,B送风机#2液压油泵合闸命令,32HLB20AP0021,BOOL,,,HW.DQ100201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
162,HW.DQ100202.PV,B送风机#2液压油泵跳闸命令,32HLB20AP0022,BOOL,,,HW.DQ100202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
163,HW.DQ100205.PV,启动B引风机#2油泵,32HNC20AP0021,BOOL,,,HW.DQ100205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
164,HW.DQ100206.PV,停运B引风机#2油泵,32HNC20AP0022,BOOL,,,HW.DQ100206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
165,HW.DQ100209.PV,启动B引风机#2循环冷却油泵,32HNC21AP0021,BOOL,,,HW.DQ100209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
166,HW.DQ100210.PV,停运B引风机#2循环冷却油泵,32HNC21AP0022,BOOL,,,HW.DQ100210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
167,HW.DI100416.PV,B引风机跳位1,32HNC20AN0014,BOOL,,,HW.DI100416.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
168,HW.DI100601.PV,B引风机#2油泵合位,32HNC20AP0023,BOOL,,,HW.DI100601.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
169,HW.DI100602.PV,B引风机#2油泵工作过载脱扣,32HNC20AP0025,BOOL,,,HW.DI100602.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
170,HW.DI100604.PV,B引风机#2油泵分位,32HNC20AP0024,BOOL,,,HW.DI100604.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
171,HW.DI100605.PV,B引风机#2油泵就地控制,32HNC20AP0026,BOOL,,,HW.DI100605.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
172,HW.DI100606.PV,B引风机动叶调节臂力矩报警,32HNC20AA1017,BOOL,,,HW.DI100606.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
173,HW.DI100610.PV,MFT继电器动作到B风烟1,30FSSS08SCS,BOOL,,,HW.DI100610.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
174,HW.DI100614.PV,FSSS公共逻辑停B送/引风机,30FSSS14SCS-I,BOOL,,,HW.DI100614.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
175,HW.DQ110201.PV,B一次风机#2液压油泵合闸命令,32HLB10AP0041,BOOL,,,HW.DQ110201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
176,HW.DQ110202.PV,B一次风机#2液压油泵跳闸命令,32HLB10AP0042,BOOL,,,HW.DQ110202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
177,HW.DQ110203.PV,开B空预器气动马达电磁阀,30HLD02AA0011,BOOL,,,HW.DQ110203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
178,HW.DQ110204.PV,B引风机油站加热器合闸命令,32HNC20AH0022,BOOL,,,HW.DQ110204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
179,HW.DQ110205.PV,B引风机油站加热器跳闸命令,32HNC20AH0012,BOOL,,,HW.DQ110205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
180,HW.DQ110212.PV,B一次风机油箱#2加热器合闸指令,32HLB10AH0021,BOOL,,,HW.DQ110212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
181,HW.DQ110213.PV,B一次风机油箱#2加热器跳闸指令,32HLB10AH0021,BOOL,,,HW.DQ110213.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
182,HW.DQ110216.PV,B引风机跳位RB2-去DPU13,,BOOL,,,HW.DQ110216.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
183,HW.DI110401.PV,B空预器支撑轴承润滑油泵合位,30HLD02AP0023,BOOL,,,HW.DI110401.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
184,HW.DI110402.PV,B空预器支撑轴承润滑油泵跳位,30HLD02AP0024,BOOL,,,HW.DI110402.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
185,HW.DI110403.PV,B空预器支撑轴承润滑油泵电源故障,30HLD02AP0025,BOOL,,,HW.DI110403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
186,HW.DI110404.PV,B空预器支撑轴承润滑油泵就地控制,30HLD02AP0026,BOOL,,,HW.DI110404.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
187,HW.DI110405.PV,B空预器主电机合位,30HLD02AE0043,BOOL,,,HW.DI110405.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
188,HW.DI110406.PV,B空预器主电机跳位,30HLD02AE0044,BOOL,,,HW.DI110406.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
189,HW.DI110407.PV,B空预器主电机电源故障,30HLD02AE0045,BOOL,,,HW.DI110407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
190,HW.DI110408.PV,B空预器主电机在开关柜上就地控制,30HLD02AE0046,BOOL,,,HW.DI110408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
191,HW.DI110409.PV,B一次风机油站#2油泵控制电源故障,32HLB10GH0025,BOOL,,,HW.DI110409.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
192,HW.DI110410.PV,B一次风机油站#2电加热已运行,32HLB10AH0023,BOOL,,,HW.DI110410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
193,HW.DI110411.PV,B送风机#2液压油泵合位,32HLB20AP0023,BOOL,,,HW.DI110411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
194,HW.DI110412.PV,B一次风机油站#2润滑油故障,32HLB10AP0025,BOOL,,,HW.DI110412.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
195,HW.DI110413.PV,B一次风机油站#2液压油故障,32HLB10AP0045,BOOL,,,HW.DI110413.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
196,HW.DI110414.PV,B一次风机油站#2电加热故障,32HLB10AH0025,BOOL,,,HW.DI110414.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
197,HW.DI110415.PV,B一次风机#2液压油泵合位,32HLB10AP0043,BOOL,,,HW.DI110415.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
198,HW.DI120101.PV,B引风机合位,32HNC20AN0013,BOOL,,,HW.DI120101.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
199,HW.DI120103.PV,B引风机保护装置故障或弹簧未储能,32HNC20AN0015,BOOL,,,HW.DI120103.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
200,HW.DI120104.PV,B引风机保护动作,32HNC20AN0017,BOOL,,,HW.DI120104.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
201,HW.DI120105.PV,B引风机开关柜就地控制,32HNC20AN0016,BOOL,,,HW.DI120105.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
202,HW.DI120106.PV,B引风机#2冷却风机合位,32HNC20AN0033,BOOL,,,HW.DI120106.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
203,HW.DI120107.PV,B引风机#2冷却风机跳位,32HNC20AN0034,BOOL,,,HW.DI120107.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
204,HW.DI120108.PV,B引风机#2冷却风机控制电源故障,32HNC20AN0035,BOOL,,,HW.DI120108.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
205,HW.DI120109.PV,B引风机#2冷却风机就地控制,32HNC20AN0036,BOOL,,,HW.DI120109.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
206,HW.DI120110.PV,B一次风机油站#2润滑油泵合位,32HLB10AP0023,BOOL,,,HW.DI120110.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
207,HW.DI120111.PV,B引风机动叶已开,32HNC20AA1013,BOOL,,,HW.DI120111.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
208,HW.DI120112.PV,B引风机动叶已关,32HNC20AA1014,BOOL,,,HW.DI120112.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
209,HW.DI120113.PV,B引风机动叶故障,32HNC20AA1015,BOOL,,,HW.DI120113.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
210,HW.DI120114.PV,B引风机动叶在就地控制,32HNC20AA1016,BOOL,,,HW.DI120114.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
211,HW.DI120115.PV,B一次风机油站#1动力箱在远方位置,32HLB10GH00101,BOOL,,,HW.DI120115.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
212,HW.DQ120201.PV,B空预器主电机合闸指令,30HLD02AE0041,BOOL,,,HW.DQ120201.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
213,HW.DQ120202.PV,B空预器主电机跳闸指令,30HLD02AE0042,BOOL,,,HW.DQ120202.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
214,HW.DQ120203.PV,B引风机#2冷却风机合闸指令,32HNC20AN0031,BOOL,,,HW.DQ120203.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
215,HW.DQ120204.PV,B引风机#2冷却风机跳闸指令,32HNC20AN0032,BOOL,,,HW.DQ120204.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
216,HW.DQ120205.PV,B引风机合闸指令,32HNC20AN0011,BOOL,,,HW.DQ120205.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
217,HW.DQ120206.PV,B引风机跳闸指令,32HNC20AN0012,BOOL,,,HW.DQ120206.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
218,HW.DQ120207.PV,B空预器支撑轴承润滑油泵合闸指令,30HLD02AP0021,BOOL,,,HW.DQ120207.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
219,HW.DQ120208.PV,B空预器支撑轴承润滑油泵跳闸指令,30HLD02AP0022,BOOL,,,HW.DQ120208.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
220,HW.DQ120209.PV,B一次风机#2润滑油泵合闸指令,32HLB10AP0021,BOOL,,,HW.DQ120209.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
221,HW.DQ120210.PV,B一次风机#2润滑油泵跳闸指令,32HLB10AP0022,BOOL,,,HW.DQ120210.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
222,HW.DQ120211.PV,B送风机跳位RB2-去DPU13,,BOOL,,,HW.DQ120211.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
223,HW.DQ120212.PV,B一次风机跳位RB2-去DPU13,,BOOL,,,HW.DQ120212.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
224,HW.DI120401.PV,B引风机液压油过滤器差压高,32HNC21CP001,BOOL,,,HW.DI120401.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
225,HW.DI120402.PV,B引风机润滑油压低,32HNC22CP002,BOOL,,,HW.DI120402.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
226,HW.DI120403.PV,B引风机润滑油压高,32HNC22CP004,BOOL,,,HW.DI120403.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
227,HW.DI120405.PV,B引风机油箱油位低低,32HNC20CL001LL,BOOL,,,HW.DI120405.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
228,HW.DI120407.PV,B引风机液压油压低,32HNC21CP002,BOOL,,,HW.DI120407.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
229,HW.DI120408.PV,B引风机供油口压力正常,32HNC21CP004,BOOL,,,HW.DI120408.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
230,HW.DI120409.PV,B引风机供油流量低,32HNC20CF001L,BOOL,,,HW.DI120409.PV,,,2,-1,0,S001,A002,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
231,HW.DI120410.PV,B引风机油站加热器合位,32HNC20AH0013,BOOL,,,HW.DI120410.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
232,HW.DI120411.PV,B一次风机油站#2动力箱在远方位置,32HLB10GH00201,BOOL,,,HW.DI120411.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
233,HW.DI120412.PV,MFT后吹扫保护,停B送/引风机3,,BOOL,,,HW.DI120412.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,无签名,,,,,,,,,,,0,0,0
234,HW.DI120413.PV,MFT继电器动作到B风烟2,,BOOL,,,HW.DI120413.PV,,,2,-1,0,S001,,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
235,HW.DI120416.PV,30CRB17机柜电源故障,,BOOL,,,HW.DI120416.PV,,,2,-1,0,S001,A255,Y,,,,,,N,Y,,1000,ALL,,,,,,,,,,,0,0,0,
